index,Class
27500,LowIncome
13858,LowIncome
11388,LowIncome
20969,LowIncome
45900,HighIncome
25036,HighIncome
10685,LowIncome
31315,HighIncome
4855,HighIncome
1700,LowIncome
38147,HighIncome
22849,LowIncome
27654,HighIncome
43482,LowIncome
36495,LowIncome
25767,LowIncome
41460,LowIncome
39382,HighIncome
38264,HighIncome
28996,HighIncome
31606,LowIncome
18832,LowIncome
42637,HighIncome
35032,LowIncome
1929,LowIncome
40199,LowIncome
29574,LowIncome
39444,LowIncome
1916,HighIncome
28501,HighIncome
14228,HighIncome
6580,LowIncome
5705,HighIncome
32327,HighIncome
5826,LowIncome
18298,LowIncome
16453,HighIncome
24897,LowIncome
32444,LowIncome
44330,LowIncome
44802,LowIncome
27237,LowIncome
32629,LowIncome
17438,HighIncome
8919,LowIncome
3326,LowIncome
10444,HighIncome
9612,HighIncome
35792,LowIncome
24938,LowIncome
47016,HighIncome
28284,LowIncome
7604,LowIncome
2171,HighIncome
5041,HighIncome
7227,LowIncome
5261,LowIncome
6102,LowIncome
35242,HighIncome
3640,LowIncome
4939,LowIncome
3012,LowIncome
10153,LowIncome
48690,LowIncome
27288,HighIncome
38770,LowIncome
26035,LowIncome
47982,LowIncome
14018,LowIncome
16968,LowIncome
5142,HighIncome
48033,HighIncome
45343,LowIncome
31082,LowIncome
24580,LowIncome
45390,LowIncome
29652,LowIncome
21856,LowIncome
17174,HighIncome
40747,LowIncome
39434,HighIncome
28435,LowIncome
23755,LowIncome
33969,LowIncome
34126,HighIncome
17970,HighIncome
45050,LowIncome
7512,HighIncome
40726,LowIncome
41016,LowIncome
29362,LowIncome
22841,LowIncome
7807,LowIncome
16722,LowIncome
13251,HighIncome
30434,LowIncome
41251,LowIncome
48181,LowIncome
33545,HighIncome
47296,HighIncome
39484,LowIncome
43022,LowIncome
19470,LowIncome
4299,LowIncome
43845,LowIncome
14524,LowIncome
4344,LowIncome
43671,HighIncome
31022,HighIncome
21846,LowIncome
23468,LowIncome
42266,LowIncome
13611,LowIncome
17638,LowIncome
10160,LowIncome
24749,HighIncome
44165,LowIncome
40535,LowIncome
17806,LowIncome
47484,LowIncome
2093,LowIncome
22242,LowIncome
27519,HighIncome
15829,LowIncome
38001,LowIncome
47591,LowIncome
38365,LowIncome
14236,HighIncome
39393,LowIncome
31554,LowIncome
31104,LowIncome
39067,LowIncome
12536,LowIncome
13396,LowIncome
41529,LowIncome
14144,HighIncome
43779,LowIncome
46697,LowIncome
233,HighIncome
43400,LowIncome
40105,LowIncome
9304,LowIncome
44120,LowIncome
24082,HighIncome
7201,LowIncome
8334,LowIncome
35165,LowIncome
16205,HighIncome
4544,LowIncome
27870,LowIncome
43733,LowIncome
10123,LowIncome
34754,HighIncome
14530,LowIncome
16242,LowIncome
35072,LowIncome
22912,LowIncome
3080,LowIncome
48818,LowIncome
47951,HighIncome
3373,LowIncome
48833,LowIncome
41824,LowIncome
45479,LowIncome
17315,LowIncome
31188,LowIncome
24556,LowIncome
1473,LowIncome
42008,LowIncome
7858,LowIncome
30502,LowIncome
20297,LowIncome
41131,HighIncome
4784,HighIncome
28260,HighIncome
42487,HighIncome
26426,HighIncome
3089,LowIncome
48371,HighIncome
37088,LowIncome
25906,LowIncome
8947,LowIncome
18891,LowIncome
5383,LowIncome
41453,HighIncome
20197,LowIncome
26241,LowIncome
4642,HighIncome
12056,LowIncome
20622,HighIncome
17171,LowIncome
35626,HighIncome
19022,LowIncome
16294,LowIncome
44808,LowIncome
13753,HighIncome
38044,LowIncome
14440,LowIncome
20986,LowIncome
3790,LowIncome
32411,LowIncome
25645,HighIncome
28839,LowIncome
28774,HighIncome
15509,LowIncome
28247,LowIncome
4648,HighIncome
47384,LowIncome
13757,LowIncome
2289,LowIncome
33915,LowIncome
1610,LowIncome
35195,HighIncome
5209,LowIncome
12428,LowIncome
20073,LowIncome
503,LowIncome
2481,LowIncome
1161,LowIncome
15039,HighIncome
3841,LowIncome
37869,HighIncome
7186,LowIncome
46448,LowIncome
14265,LowIncome
45253,LowIncome
43060,LowIncome
13380,HighIncome
36147,HighIncome
37912,LowIncome
5413,LowIncome
31088,LowIncome
43050,HighIncome
1686,LowIncome
35184,LowIncome
15587,HighIncome
33827,LowIncome
11235,HighIncome
5939,LowIncome
13656,LowIncome
40168,LowIncome
47376,HighIncome
16581,HighIncome
34582,LowIncome
40592,LowIncome
45909,LowIncome
2030,LowIncome
34339,LowIncome
7599,LowIncome
43538,HighIncome
11503,LowIncome
19778,HighIncome
31179,LowIncome
32686,LowIncome
42603,LowIncome
23630,LowIncome
12933,LowIncome
31528,LowIncome
45506,LowIncome
47579,LowIncome
17764,LowIncome
39065,LowIncome
2266,HighIncome
24906,LowIncome
7056,LowIncome
15755,LowIncome
5619,LowIncome
18617,LowIncome
43428,LowIncome
45623,LowIncome
46457,LowIncome
19762,LowIncome
28126,LowIncome
31056,LowIncome
18650,LowIncome
29924,LowIncome
29677,LowIncome
34294,HighIncome
41088,LowIncome
12947,HighIncome
9580,LowIncome
4323,LowIncome
10855,LowIncome
27098,LowIncome
36480,HighIncome
23443,LowIncome
6176,LowIncome
256,LowIncome
35582,LowIncome
28875,LowIncome
34980,LowIncome
2714,LowIncome
8524,LowIncome
18493,LowIncome
6321,LowIncome
5555,LowIncome
19108,LowIncome
14148,HighIncome
932,LowIncome
5186,LowIncome
15131,LowIncome
23844,LowIncome
28743,LowIncome
31168,LowIncome
3225,LowIncome
9348,LowIncome
26607,LowIncome
31449,LowIncome
40159,HighIncome
14271,LowIncome
9915,HighIncome
40257,LowIncome
28924,LowIncome
42182,LowIncome
29432,LowIncome
45407,LowIncome
29389,LowIncome
39654,LowIncome
22116,LowIncome
47385,HighIncome
3292,LowIncome
2003,LowIncome
38708,HighIncome
17799,LowIncome
20874,HighIncome
17233,LowIncome
37802,LowIncome
11649,LowIncome
13024,LowIncome
6220,LowIncome
46858,LowIncome
34405,LowIncome
31703,LowIncome
38564,LowIncome
22524,LowIncome
32826,LowIncome
36454,LowIncome
40951,LowIncome
45621,LowIncome
35080,LowIncome
21697,LowIncome
37834,LowIncome
32295,LowIncome
26345,LowIncome
14322,LowIncome
36837,LowIncome
7313,LowIncome
32546,LowIncome
34919,LowIncome
17832,LowIncome
27545,LowIncome
17268,LowIncome
11315,LowIncome
41025,HighIncome
9668,HighIncome
8822,LowIncome
45200,HighIncome
35511,LowIncome
24150,LowIncome
31329,LowIncome
38992,LowIncome
15053,LowIncome
971,HighIncome
7694,LowIncome
13604,LowIncome
25360,HighIncome
18728,LowIncome
29658,HighIncome
4224,LowIncome
22131,LowIncome
47170,LowIncome
20892,LowIncome
23074,LowIncome
8811,LowIncome
28887,HighIncome
7175,HighIncome
43179,LowIncome
22302,LowIncome
45409,LowIncome
17941,LowIncome
21700,LowIncome
15681,HighIncome
41236,LowIncome
29812,LowIncome
38437,HighIncome
44063,LowIncome
27919,HighIncome
29854,LowIncome
21151,HighIncome
19001,LowIncome
20267,LowIncome
38656,HighIncome
25282,LowIncome
13711,LowIncome
24947,HighIncome
37306,LowIncome
36338,HighIncome
16741,LowIncome
8598,LowIncome
6573,LowIncome
15134,LowIncome
8721,LowIncome
42835,HighIncome
27942,LowIncome
45787,LowIncome
24432,HighIncome
33613,LowIncome
1884,HighIncome
41713,LowIncome
6922,LowIncome
11384,LowIncome
7331,LowIncome
37562,HighIncome
40619,LowIncome
23578,LowIncome
41070,LowIncome
42625,LowIncome
12076,LowIncome
34519,LowIncome
42415,LowIncome
41836,LowIncome
15880,LowIncome
21953,HighIncome
4405,LowIncome
3199,LowIncome
35207,LowIncome
4708,LowIncome
32144,LowIncome
2137,LowIncome
17852,HighIncome
46859,HighIncome
23115,HighIncome
41670,LowIncome
40720,LowIncome
26775,HighIncome
32593,LowIncome
34549,LowIncome
24613,LowIncome
21931,LowIncome
11727,HighIncome
44288,LowIncome
8814,HighIncome
32430,LowIncome
18767,LowIncome
38684,LowIncome
37748,HighIncome
15447,LowIncome
17543,LowIncome
39647,HighIncome
47445,HighIncome
47186,LowIncome
32881,LowIncome
15753,LowIncome
22746,HighIncome
31810,LowIncome
5243,LowIncome
9823,LowIncome
36006,HighIncome
7136,LowIncome
17128,HighIncome
19504,LowIncome
21562,LowIncome
44959,HighIncome
24406,HighIncome
36210,LowIncome
44511,LowIncome
8214,HighIncome
42584,LowIncome
22923,LowIncome
34924,HighIncome
42289,LowIncome
30807,HighIncome
10339,LowIncome
40361,LowIncome
43371,LowIncome
32421,LowIncome
18270,LowIncome
775,LowIncome
42394,LowIncome
40553,HighIncome
14266,LowIncome
22891,LowIncome
31067,LowIncome
13910,LowIncome
43997,LowIncome
11227,HighIncome
2797,LowIncome
8178,LowIncome
35730,LowIncome
16112,LowIncome
29912,HighIncome
20514,LowIncome
20805,LowIncome
24881,LowIncome
30291,HighIncome
20572,LowIncome
12129,LowIncome
39254,LowIncome
6856,LowIncome
1548,LowIncome
44357,HighIncome
6239,LowIncome
10043,LowIncome
5134,LowIncome
14038,LowIncome
37325,HighIncome
10424,LowIncome
4835,LowIncome
26709,LowIncome
40687,LowIncome
46298,LowIncome
11619,LowIncome
29213,LowIncome
38745,LowIncome
37577,LowIncome
12280,HighIncome
46970,LowIncome
2167,HighIncome
26356,LowIncome
26014,LowIncome
31394,LowIncome
33408,LowIncome
10037,LowIncome
19964,LowIncome
29134,LowIncome
18460,HighIncome
25244,LowIncome
5198,LowIncome
34479,LowIncome
1380,HighIncome
48780,LowIncome
372,LowIncome
29679,LowIncome
35693,LowIncome
3290,HighIncome
47597,LowIncome
48063,LowIncome
42986,LowIncome
34033,LowIncome
10641,LowIncome
46354,LowIncome
37353,LowIncome
30524,LowIncome
16186,LowIncome
4144,LowIncome
39017,LowIncome
36594,LowIncome
12068,HighIncome
31006,HighIncome
44161,LowIncome
34597,LowIncome
36904,LowIncome
48772,LowIncome
44192,LowIncome
19789,LowIncome
41485,LowIncome
40987,LowIncome
17331,LowIncome
37192,HighIncome
2806,LowIncome
35917,HighIncome
441,LowIncome
4606,LowIncome
38007,LowIncome
2969,LowIncome
3520,LowIncome
3953,LowIncome
46884,LowIncome
1935,LowIncome
30361,LowIncome
26146,HighIncome
4651,HighIncome
18313,LowIncome
42623,LowIncome
13167,LowIncome
20111,LowIncome
35838,HighIncome
6756,LowIncome
42,LowIncome
45769,LowIncome
48753,LowIncome
42277,LowIncome
27447,LowIncome
26428,LowIncome
7413,LowIncome
13870,LowIncome
45588,LowIncome
32329,LowIncome
15421,LowIncome
45458,LowIncome
10803,LowIncome
25513,HighIncome
4251,LowIncome
36090,HighIncome
42858,LowIncome
34963,LowIncome
10269,LowIncome
43770,LowIncome
38861,HighIncome
36827,HighIncome
44354,LowIncome
21148,LowIncome
39394,LowIncome
17932,LowIncome
6112,LowIncome
19311,LowIncome
35315,LowIncome
21347,LowIncome
36065,LowIncome
33312,LowIncome
17561,LowIncome
45257,LowIncome
42889,LowIncome
16867,LowIncome
31521,LowIncome
17027,HighIncome
39686,LowIncome
18367,HighIncome
20803,LowIncome
23724,LowIncome
30512,LowIncome
46709,LowIncome
7103,HighIncome
7565,HighIncome
33716,LowIncome
20077,LowIncome
19449,HighIncome
11219,LowIncome
9599,LowIncome
25739,LowIncome
11438,LowIncome
22253,LowIncome
39409,LowIncome
43945,LowIncome
6548,LowIncome
13276,HighIncome
18210,LowIncome
43035,LowIncome
3379,LowIncome
38953,LowIncome
20293,LowIncome
34437,LowIncome
35304,HighIncome
2570,LowIncome
6481,LowIncome
25013,LowIncome
21918,LowIncome
3747,LowIncome
25561,LowIncome
22103,HighIncome
47540,LowIncome
38066,HighIncome
41282,LowIncome
5113,LowIncome
38083,LowIncome
3582,LowIncome
17942,HighIncome
19706,LowIncome
47429,HighIncome
41639,LowIncome
28015,LowIncome
16695,LowIncome
48395,HighIncome
4379,HighIncome
37367,HighIncome
35818,LowIncome
44127,LowIncome
39967,HighIncome
4340,HighIncome
40441,HighIncome
15822,LowIncome
5792,LowIncome
5438,LowIncome
21952,LowIncome
1931,HighIncome
12454,LowIncome
15328,LowIncome
15869,LowIncome
2785,LowIncome
45891,LowIncome
7070,LowIncome
1136,LowIncome
25663,LowIncome
45415,LowIncome
43666,LowIncome
4077,LowIncome
1079,LowIncome
47855,LowIncome
6782,LowIncome
38317,LowIncome
35877,LowIncome
9128,LowIncome
41005,LowIncome
3067,LowIncome
34958,LowIncome
18253,HighIncome
7792,LowIncome
38582,HighIncome
14688,LowIncome
10866,LowIncome
9847,LowIncome
20384,LowIncome
45095,HighIncome
47542,LowIncome
18731,LowIncome
39304,LowIncome
33486,LowIncome
9529,LowIncome
15418,LowIncome
17775,LowIncome
3594,LowIncome
30071,LowIncome
27663,LowIncome
3410,LowIncome
416,LowIncome
9303,LowIncome
4428,HighIncome
34909,LowIncome
30777,LowIncome
11129,LowIncome
48441,LowIncome
42745,LowIncome
17157,LowIncome
35382,LowIncome
12210,LowIncome
12206,LowIncome
8743,LowIncome
11163,HighIncome
25976,LowIncome
145,LowIncome
8099,HighIncome
13807,LowIncome
11482,HighIncome
46011,LowIncome
22924,LowIncome
23855,LowIncome
8242,LowIncome
25213,LowIncome
37660,LowIncome
28735,LowIncome
17064,LowIncome
37996,HighIncome
25299,LowIncome
19562,HighIncome
24165,LowIncome
32618,HighIncome
4571,LowIncome
6221,LowIncome
47310,LowIncome
46801,LowIncome
26474,LowIncome
8454,LowIncome
35624,LowIncome
32244,LowIncome
10379,LowIncome
32212,LowIncome
40139,LowIncome
40642,LowIncome
45161,HighIncome
18823,LowIncome
18339,LowIncome
29433,LowIncome
21543,LowIncome
40613,LowIncome
11469,LowIncome
10587,LowIncome
33244,LowIncome
43031,LowIncome
7869,LowIncome
30825,LowIncome
22452,LowIncome
27885,HighIncome
31781,LowIncome
9555,LowIncome
9707,LowIncome
48579,LowIncome
11347,LowIncome
4953,LowIncome
25814,LowIncome
46840,LowIncome
10106,LowIncome
37512,LowIncome
28455,HighIncome
28752,LowIncome
35167,LowIncome
2140,LowIncome
3059,HighIncome
17334,HighIncome
3655,LowIncome
38878,LowIncome
26492,HighIncome
6986,HighIncome
3984,HighIncome
9030,LowIncome
39929,LowIncome
13277,LowIncome
885,LowIncome
47230,LowIncome
42994,LowIncome
5499,HighIncome
1140,HighIncome
11137,LowIncome
22478,HighIncome
11976,LowIncome
42141,LowIncome
32660,LowIncome
35663,HighIncome
22506,HighIncome
849,LowIncome
26091,LowIncome
34566,HighIncome
42265,LowIncome
13405,LowIncome
17451,LowIncome
13410,LowIncome
2392,LowIncome
11817,LowIncome
26877,LowIncome
11353,HighIncome
15808,HighIncome
5053,LowIncome
40618,LowIncome
19130,LowIncome
19392,HighIncome
47746,LowIncome
10798,HighIncome
26144,LowIncome
36382,LowIncome
14000,HighIncome
16022,LowIncome
42586,HighIncome
18090,LowIncome
38043,LowIncome
16663,LowIncome
28522,HighIncome
15191,HighIncome
47335,HighIncome
23812,HighIncome
4115,HighIncome
39927,LowIncome
5437,HighIncome
33699,LowIncome
11690,LowIncome
43531,LowIncome
34617,LowIncome
42655,LowIncome
39324,LowIncome
16568,LowIncome
19340,LowIncome
23104,HighIncome
23618,HighIncome
39655,LowIncome
32424,LowIncome
10647,HighIncome
14787,LowIncome
12038,LowIncome
25150,HighIncome
12455,LowIncome
39490,HighIncome
41612,LowIncome
17876,HighIncome
23177,LowIncome
5464,LowIncome
16973,LowIncome
23047,LowIncome
23164,LowIncome
25257,LowIncome
7476,LowIncome
8722,LowIncome
24451,LowIncome
31928,HighIncome
24510,LowIncome
41834,HighIncome
38242,LowIncome
46187,LowIncome
6702,LowIncome
592,LowIncome
33173,LowIncome
12429,HighIncome
38262,LowIncome
18159,LowIncome
23387,LowIncome
18278,LowIncome
40973,LowIncome
45912,LowIncome
29740,LowIncome
48714,LowIncome
25390,LowIncome
41312,LowIncome
284,LowIncome
27708,LowIncome
25198,LowIncome
46336,LowIncome
1128,LowIncome
45752,HighIncome
13087,LowIncome
35182,LowIncome
48482,LowIncome
27581,LowIncome
36220,LowIncome
38114,HighIncome
34782,LowIncome
8471,LowIncome
45224,LowIncome
13664,LowIncome
6022,LowIncome
41039,LowIncome
21399,LowIncome
6676,LowIncome
34573,LowIncome
7632,HighIncome
12191,LowIncome
48518,LowIncome
10717,LowIncome
5897,LowIncome
40488,LowIncome
48048,LowIncome
22354,LowIncome
24723,HighIncome
14107,LowIncome
44286,LowIncome
482,LowIncome
21154,HighIncome
27246,HighIncome
8461,HighIncome
11576,LowIncome
8367,LowIncome
2745,LowIncome
37846,LowIncome
25525,HighIncome
44656,LowIncome
11278,LowIncome
31402,HighIncome
13833,LowIncome
44821,LowIncome
17141,LowIncome
38247,LowIncome
27730,LowIncome
22078,LowIncome
44465,LowIncome
2865,LowIncome
41074,LowIncome
3840,LowIncome
7495,LowIncome
48607,HighIncome
14483,LowIncome
31899,HighIncome
15101,HighIncome
6596,LowIncome
32639,LowIncome
47456,LowIncome
6749,LowIncome
12540,HighIncome
12296,LowIncome
35386,HighIncome
6853,HighIncome
16972,LowIncome
36194,LowIncome
45629,LowIncome
48790,LowIncome
25564,LowIncome
14072,LowIncome
24361,LowIncome
29146,LowIncome
41269,LowIncome
19629,LowIncome
20941,LowIncome
28641,LowIncome
35774,LowIncome
37998,LowIncome
43076,HighIncome
40474,LowIncome
1930,LowIncome
44533,LowIncome
26092,LowIncome
5704,LowIncome
27083,LowIncome
6651,LowIncome
30308,HighIncome
39311,LowIncome
20899,HighIncome
9080,LowIncome
9614,LowIncome
41623,LowIncome
24955,HighIncome
20450,HighIncome
17993,LowIncome
16788,LowIncome
9808,LowIncome
1606,LowIncome
5816,LowIncome
3781,LowIncome
38128,LowIncome
759,LowIncome
27402,HighIncome
34940,LowIncome
41351,LowIncome
1030,LowIncome
6940,LowIncome
45557,LowIncome
4593,LowIncome
34742,LowIncome
8412,HighIncome
36272,LowIncome
16688,LowIncome
20808,LowIncome
36406,LowIncome
35254,LowIncome
985,LowIncome
4374,LowIncome
34863,LowIncome
3222,LowIncome
9558,LowIncome
4832,LowIncome
45644,HighIncome
17691,LowIncome
41321,LowIncome
25715,LowIncome
8533,LowIncome
20901,LowIncome
20272,LowIncome
4587,LowIncome
1913,LowIncome
47564,LowIncome
20409,LowIncome
46194,LowIncome
38758,LowIncome
40751,HighIncome
21073,LowIncome
22376,LowIncome
4316,HighIncome
36944,LowIncome
5103,LowIncome
8317,HighIncome
522,LowIncome
39584,HighIncome
40850,HighIncome
10603,LowIncome
34297,HighIncome
18068,HighIncome
8581,LowIncome
12725,LowIncome
12630,LowIncome
32703,HighIncome
47788,HighIncome
44768,LowIncome
37470,HighIncome
15105,HighIncome
13431,HighIncome
47716,HighIncome
14983,LowIncome
19877,LowIncome
7384,HighIncome
44099,LowIncome
1601,LowIncome
5935,LowIncome
32915,LowIncome
12633,HighIncome
1091,LowIncome
1564,LowIncome
40254,HighIncome
8172,LowIncome
4195,LowIncome
20341,HighIncome
12042,HighIncome
20923,LowIncome
41432,HighIncome
27429,LowIncome
48177,LowIncome
11236,LowIncome
898,LowIncome
8458,LowIncome
17316,LowIncome
47322,LowIncome
34453,LowIncome
20735,LowIncome
48598,LowIncome
42606,LowIncome
27908,LowIncome
22736,HighIncome
16967,LowIncome
28340,LowIncome
20277,LowIncome
17261,LowIncome
19371,LowIncome
17919,HighIncome
44636,LowIncome
5821,LowIncome
14478,HighIncome
31595,LowIncome
4078,LowIncome
46346,LowIncome
43880,LowIncome
23668,LowIncome
15103,LowIncome
37877,LowIncome
20012,LowIncome
36806,LowIncome
30317,HighIncome
6408,LowIncome
31384,LowIncome
32457,HighIncome
13515,LowIncome
7316,LowIncome
28670,LowIncome
14764,LowIncome
7908,LowIncome
3387,LowIncome
6057,HighIncome
2305,HighIncome
20939,LowIncome
27533,LowIncome
23867,LowIncome
18663,LowIncome
8201,LowIncome
1268,HighIncome
9045,LowIncome
28050,LowIncome
38807,HighIncome
16780,LowIncome
20257,LowIncome
26497,LowIncome
14267,HighIncome
16435,HighIncome
809,HighIncome
36547,LowIncome
4844,HighIncome
36781,LowIncome
25716,LowIncome
28960,HighIncome
36332,HighIncome
7106,LowIncome
29888,LowIncome
48301,LowIncome
36989,LowIncome
12532,LowIncome
13141,LowIncome
44944,LowIncome
31924,LowIncome
3155,LowIncome
31230,HighIncome
13583,HighIncome
29919,LowIncome
35717,HighIncome
27285,LowIncome
40509,LowIncome
35575,HighIncome
24116,HighIncome
36431,LowIncome
4290,LowIncome
36948,LowIncome
7160,LowIncome
28016,LowIncome
14006,LowIncome
37676,LowIncome
5000,HighIncome
42774,HighIncome
768,LowIncome
12130,LowIncome
38346,LowIncome
12439,LowIncome
39225,LowIncome
48681,HighIncome
6036,LowIncome
38811,LowIncome
14317,HighIncome
39757,LowIncome
7203,LowIncome
43921,HighIncome
35078,HighIncome
27114,LowIncome
9709,LowIncome
32867,LowIncome
21810,LowIncome
37983,LowIncome
41167,LowIncome
25733,LowIncome
19643,LowIncome
24398,HighIncome
8842,LowIncome
29853,LowIncome
6531,LowIncome
4921,HighIncome
25974,LowIncome
19198,HighIncome
27003,LowIncome
22066,LowIncome
24673,HighIncome
22837,HighIncome
5129,LowIncome
42918,HighIncome
14320,HighIncome
31690,HighIncome
6839,LowIncome
42921,LowIncome
39125,LowIncome
21325,HighIncome
28471,HighIncome
17490,LowIncome
30104,LowIncome
16077,LowIncome
14539,LowIncome
36578,HighIncome
15704,LowIncome
31688,LowIncome
45892,LowIncome
21466,LowIncome
26096,LowIncome
43862,LowIncome
593,LowIncome
22555,LowIncome
29615,LowIncome
34188,LowIncome
26501,LowIncome
28828,HighIncome
1954,LowIncome
25689,LowIncome
21369,HighIncome
17410,LowIncome
15455,HighIncome
41261,LowIncome
43346,LowIncome
1669,LowIncome
14360,LowIncome
23535,LowIncome
34473,LowIncome
46740,LowIncome
19384,LowIncome
37034,LowIncome
29422,LowIncome
1909,LowIncome
30407,LowIncome
13122,LowIncome
17548,LowIncome
48762,LowIncome
40196,LowIncome
36187,LowIncome
22106,LowIncome
3193,LowIncome
18360,LowIncome
48246,LowIncome
14255,LowIncome
37208,LowIncome
25450,LowIncome
1246,LowIncome
34673,LowIncome
7856,LowIncome
6133,LowIncome
48544,LowIncome
9274,HighIncome
4403,LowIncome
19639,HighIncome
40970,HighIncome
28636,HighIncome
21442,LowIncome
28821,HighIncome
46804,LowIncome
7490,LowIncome
39567,LowIncome
28917,LowIncome
24758,LowIncome
22622,LowIncome
19543,HighIncome
43579,LowIncome
19641,HighIncome
2637,LowIncome
23009,HighIncome
37727,LowIncome
17402,LowIncome
45165,LowIncome
18967,LowIncome
2374,LowIncome
2921,LowIncome
44147,LowIncome
3396,LowIncome
26258,LowIncome
20208,HighIncome
10632,LowIncome
32607,HighIncome
24956,LowIncome
41121,HighIncome
10943,HighIncome
45848,HighIncome
32297,LowIncome
47877,HighIncome
16347,LowIncome
23571,HighIncome
8723,LowIncome
8031,HighIncome
42803,LowIncome
33734,LowIncome
29133,LowIncome
23467,LowIncome
29751,LowIncome
16272,LowIncome
43499,HighIncome
6377,LowIncome
40694,LowIncome
13584,HighIncome
36164,LowIncome
19370,HighIncome
19066,LowIncome
18754,HighIncome
25238,LowIncome
20914,LowIncome
40593,LowIncome
6240,LowIncome
37176,LowIncome
36151,LowIncome
1072,LowIncome
46427,LowIncome
12890,LowIncome
989,LowIncome
10875,LowIncome
39974,LowIncome
25216,LowIncome
40881,HighIncome
45914,LowIncome
14384,LowIncome
38900,LowIncome
34177,LowIncome
8472,LowIncome
45309,LowIncome
5799,HighIncome
23709,LowIncome
13929,LowIncome
153,LowIncome
1052,HighIncome
26227,HighIncome
37708,HighIncome
19356,LowIncome
19866,LowIncome
10237,LowIncome
17229,LowIncome
29010,LowIncome
12679,LowIncome
47508,HighIncome
12628,LowIncome
15562,LowIncome
22204,LowIncome
32811,LowIncome
10395,LowIncome
47921,LowIncome
8387,LowIncome
31947,HighIncome
24221,LowIncome
3584,LowIncome
18030,LowIncome
8037,LowIncome
29793,LowIncome
26243,HighIncome
45492,LowIncome
31739,LowIncome
48199,HighIncome
15429,LowIncome
44313,LowIncome
40684,LowIncome
3121,HighIncome
47071,LowIncome
21642,LowIncome
34146,LowIncome
34842,LowIncome
23374,HighIncome
15339,HighIncome
30383,LowIncome
48649,LowIncome
37831,LowIncome
15130,LowIncome
43652,HighIncome
38347,LowIncome
39092,HighIncome
2929,HighIncome
24787,HighIncome
11847,HighIncome
10236,LowIncome
4746,LowIncome
7251,LowIncome
1905,LowIncome
41198,LowIncome
48225,LowIncome
36661,LowIncome
11534,LowIncome
29279,HighIncome
29223,LowIncome
40812,LowIncome
17839,LowIncome
3492,LowIncome
7042,LowIncome
25120,LowIncome
24460,LowIncome
4926,HighIncome
10191,LowIncome
21832,LowIncome
12265,LowIncome
38019,LowIncome
12070,LowIncome
15234,LowIncome
18904,LowIncome
45213,LowIncome
18782,LowIncome
9297,HighIncome
302,LowIncome
47011,HighIncome
41448,LowIncome
34546,HighIncome
33804,LowIncome
19683,LowIncome
36772,HighIncome
37534,LowIncome
36078,HighIncome
29659,LowIncome
24712,LowIncome
15607,LowIncome
46661,LowIncome
43300,LowIncome
14770,LowIncome
29553,HighIncome
25446,HighIncome
31600,LowIncome
33921,LowIncome
45572,HighIncome
17836,LowIncome
40305,LowIncome
24730,LowIncome
43742,LowIncome
36417,HighIncome
4301,HighIncome
19071,LowIncome
12477,LowIncome
10255,LowIncome
41469,LowIncome
22641,LowIncome
2402,HighIncome
7597,LowIncome
27727,LowIncome
11065,LowIncome
39437,LowIncome
22944,LowIncome
47575,LowIncome
12306,LowIncome
6649,LowIncome
44168,LowIncome
10872,LowIncome
931,LowIncome
46639,LowIncome
8324,LowIncome
25893,LowIncome
17680,HighIncome
36053,HighIncome
22393,HighIncome
29712,LowIncome
32446,HighIncome
5269,LowIncome
5672,LowIncome
33205,HighIncome
42542,HighIncome
41593,HighIncome
1665,LowIncome
12135,LowIncome
13030,LowIncome
37090,LowIncome
3201,LowIncome
33289,LowIncome
40192,LowIncome
20306,LowIncome
39349,LowIncome
33933,LowIncome
15214,LowIncome
34026,HighIncome
24171,LowIncome
39427,LowIncome
37985,LowIncome
37410,LowIncome
44728,HighIncome
8537,LowIncome
48798,LowIncome
6609,HighIncome
19848,LowIncome
40629,HighIncome
47077,LowIncome
17598,LowIncome
31072,HighIncome
30356,LowIncome
28285,HighIncome
42125,LowIncome
8632,LowIncome
34283,LowIncome
15963,LowIncome
18567,HighIncome
47931,LowIncome
14090,HighIncome
23658,HighIncome
28136,LowIncome
41192,LowIncome
46598,LowIncome
18394,LowIncome
21434,LowIncome
23189,LowIncome
36112,LowIncome
36207,LowIncome
6568,LowIncome
42615,LowIncome
40802,LowIncome
17727,LowIncome
22629,LowIncome
19601,LowIncome
16269,LowIncome
33401,HighIncome
22214,LowIncome
22645,LowIncome
29818,LowIncome
48361,LowIncome
25206,LowIncome
12850,LowIncome
38188,LowIncome
16208,LowIncome
37304,HighIncome
21047,LowIncome
32964,HighIncome
6006,LowIncome
20605,LowIncome
19297,LowIncome
37693,LowIncome
16033,LowIncome
23994,LowIncome
16040,HighIncome
4655,LowIncome
26780,HighIncome
15406,LowIncome
11354,LowIncome
45251,HighIncome
25163,LowIncome
1196,LowIncome
27103,HighIncome
8389,LowIncome
20548,HighIncome
36793,HighIncome
12448,LowIncome
44481,LowIncome
11856,LowIncome
6490,LowIncome
20916,LowIncome
19050,LowIncome
48266,LowIncome
24272,HighIncome
28933,LowIncome
27320,HighIncome
14591,LowIncome
7075,LowIncome
10193,LowIncome
42489,LowIncome
31041,HighIncome
30005,LowIncome
26224,LowIncome
25721,LowIncome
41325,LowIncome
19441,LowIncome
27729,LowIncome
